year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2015,Kia,Sorento,LX,SUV,automatic,5xyktca69fg566472,ca,5.0,16639.0,white,black,kia motors america  inc,20500.0,21500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2015,Kia,Sorento,LX,SUV,automatic,5xyktca69fg561319,ca,5.0,9393.0,white,beige,kia motors america  inc,20800.0,21500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2015,Volvo,S60,T5,Sedan,automatic,yv1612tb4f1310987,ca,41.0,14282.0,white,black,volvo na rep/world omni,27500.0,27750.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
2015,Nissan,Altima,2.5 S,Sedan,automatic,1n4al3ap1fn326013,ca,1.0,5554.0,gray,black,enterprise vehicle exchange / tra / rental / tulsa,15350.0,10900.0,Tue Dec 30 2014 12:00:00 GMT-0800 (PST)
2015,Kia,Optima,LX,Sedan,automatic,5xxgm4a73fg353538,ca,48.0,2034.0,red,tan,kia motors finance,15150.0,17700.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2015,Ford,Fusion,SE,Sedan,automatic,3fa6p0hdxfr145753,ca,2.0,5559.0,white,beige,enterprise vehicle exchange / tra / rental / tulsa,15350.0,12000.0,Tue Jan 13 2015 12:00:00 GMT-0800 (PST)
2015,Kia,Sorento,LX,SUV,automatic,5xyktca66fg561407,ca,5.0,14634.0,silver,black,kia motors america  inc,20600.0,21500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2015,Nissan,Altima,2.5 S,Sedan,automatic,1n4al3ap5fc124223,ca,2.0,11398.0,black,black,enterprise vehicle exchange / tra / rental / tulsa,14750.0,14100.0,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2015,Chevrolet,Impala,LTZ,Sedan,automatic,2g1165s30f9103921,ca,19.0,14538.0,silver,black,enterprise vehicle exchange / tra / rental / tulsa,24300.0,7200.0,Tue Jul 07 2015 09:30:00 GMT-0700 (PDT)
2015,Audi,A3,1.8 TFSI Premium,Sedan,automatic,wauacgff7f1002327,ca,49.0,5826.0,gray,black,audi north scottsdale,24000.0,23750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2015,Volvo,XC70,T6,Wagon,automatic,yv4902nb3f1198103,ca,42.0,16506.0,brown,brown,volvo na rep/world omni,32100.0,32500.0,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2015,Volvo,XC70,T6,Wagon,automatic,yv4902nb3f1196951,ca,48.0,12725.0,beige,beige,volvo na rep/world omni,32300.0,32500.0,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
2015,Kia,Sorento,LX,SUV,automatic,5xyktca60fg565226,ca,5.0,13757.0,red,black,kia motors america  inc,20600.0,20750.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2015,Kia,Sorento,LX,SUV,automatic,5xyktca68fg559481,ca,44.0,12862.0,gray,black,kia motors america  inc,20700.0,21000.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2015,Chevrolet,Suburban,LTZ,SUV,automatic,1gnskkkc3fr187901,ca,45.0,11426.0,black,black,midway hfc fleet/ars,57300.0,59900.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2015,Volvo,V60,T5,Wagon,automatic,yv1612sb9f1202043,ca,41.0,11846.0,white,beige,volvo na rep/world omni,31300.0,30000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2015,Volvo,V60,T5,Wagon,automatic,yv1612sb1f1201503,ca,42.0,12242.0,black,gray,volvo na rep/world omni,31200.0,30000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2015,Kia,Sorento,LX,SUV,automatic,5xyktca67fg570973,ca,5.0,13878.0,silver,black,kia motors america  inc,20600.0,20750.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2015,Volvo,V60,T5,Wagon,automatic,yv1612sbxf1202276,ca,37.0,10906.0,silver,black,volvo na rep/world omni,31500.0,30000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2015,Nissan,Altima,2.5 S,Sedan,automatic,1n4al3ap1fn331213,ca,1.0,4314.0,black,black,enterprise vehicle exchange / tra / rental / tulsa,15500.0,11500.0,Tue Dec 30 2014 12:00:00 GMT-0800 (PST)
2015,Kia,K900,Luxury,Sedan,automatic,knalw4d42f6019667,ca,42.0,5304.0,blue,black,kia motors america  inc,39500.0,40000.0,Tue Feb 17 2015 04:30:00 GMT-0800 (PST)
2015,Kia,Sorento,LX,SUV,automatic,5xyktca63fg570727,ca,48.0,10357.0,silver,gray,kia motors america  inc,20700.0,20500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2015,Chevrolet,Malibu,LT,Sedan,automatic,1g11d5sl6fu106427,ca,1.0,6105.0,silver,black,enterprise vehicle exchange / tra / rental / tulsa,16600.0,9800.0,Wed Jan 14 2015 07:05:00 GMT-0800 (PST)
2015,Lexus,RX 350,Base,SUV,automatic,2t2zk1ba7fc155782,ca,43.0,7770.0,white,black,lexus financial services,41200.0,38400.0,Tue Dec 30 2014 00:00:00 GMT-0800 (PST)
2015,Kia,Sorento,LX,SUV,automatic,5xykt3a62fg579841,ca,5.0,5214.0,white,black,kia motors finance,19400.0,19300.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2015,Kia,K900,Luxury,Sedan,automatic,knalw4d42f6018633,ca,44.0,9684.0,white,gray,kia motors america  inc,41000.0,41000.0,Tue Jan 20 2015 04:30:00 GMT-0800 (PST)
2015,Audi,A3,1.8 TFSI Premium,Sedan,automatic,wauacgff6f1029938,ca,2.0,31.0,white,black,enterprise vehicle exchange / tra / rental / tulsa,24200.0,17300.0,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2015,Nissan,Versa,1.6 SL,Sedan,manual,3n1cn7ap7fl842707,ca,39.0,1608.0,purple,black,nissan-infiniti lt,10900.0,11000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2015,Hyundai,Elantra,SE,Sedan,automatic,5npdh4ae2fh565969,ca,1.0,7879.0,silver,gray,enterprise vehicle exchange / tra / rental / tulsa,13800.0,10500.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2015,Kia,Sorento,LX,SUV,automatic,5xyktca6xfg560888,ca,5.0,14176.0,white,black,kia motors america  inc,20600.0,21250.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2015,Audi,A3,1.8 TFSI Premium,Sedan,automatic,wauacgff1f1002467,ca,5.0,1906.0,gray,black,audi north scottsdale,24100.0,25750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2015,Nissan,Versa Note,1.6 SV,Hatchback,automatic,3n1ce2cp8fl371361,ca,2.0,5773.0,red,black,enterprise vehicle exchange / tra / rental / tulsa,12050.0,9000.0,Tue Jan 13 2015 12:00:00 GMT-0800 (PST)
2015,Volvo,V60,T5,Wagon,automatic,yv1612sb8f1201529,ca,4.0,13623.0,silver,black,volvo na rep/world omni,28400.0,28000.0,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2015,Kia,Sorento,LX,SUV,automatic,5xyktca68fg570979,ca,44.0,9161.0,silver,black,kia motors america  inc,20800.0,22250.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2015,Kia,Sorento,LX,SUV,automatic,5xyktca65fg571619,ca,5.0,11001.0,white,black,kia motors america  inc,20700.0,22500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2015,Hyundai,Elantra,SE,Sedan,automatic,5npdh4ae2fh566023,ca,2.0,10551.0,red,gray,enterprise vehicle exchange / tra / rental / tulsa,13850.0,10600.0,Tue Jan 13 2015 13:00:00 GMT-0800 (PST)
2015,Kia,Sorento,LX,SUV,automatic,5xyktca64fg570963,ca,46.0,13452.0,silver,black,kia motors america  inc,20600.0,21500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2015,Kia,Sorento,LX,SUV,automatic,5xyktca60fg563086,ca,5.0,16348.0,gray,gray,kia motors america  inc,20500.0,20500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2015,Hyundai,Elantra,SE,Sedan,automatic,5npdh4ae4fh552981,ca,35.0,3367.0,silver,gray,ag leaseplan,13900.0,13200.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2015,Ford,Fusion,SE,Sedan,automatic,3fa6p0h7xfr151689,ca,1.0,4205.0,white,black,enterprise vehicle exchange / tra / rental / tulsa,14700.0,12000.0,Wed Dec 17 2014 15:05:00 GMT-0800 (PST)
2015,Kia,Sorento,LX,SUV,automatic,5xyktca67fg567068,ca,49.0,9552.0,burgundy,beige,kia motors america  inc,20800.0,21000.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2015,Volvo,V60,T5,Wagon,automatic,yv1612sb6f1202338,ca,37.0,14806.0,white,beige,volvo na rep/world omni,30700.0,30000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2015,Nissan,Altima,2.5 S,Sedan,automatic,1n4al3ap4fn310470,ca,1.0,12752.0,gray,black,enterprise vehicle exchange / tra / rental / tulsa,14600.0,9500.0,Tue Dec 30 2014 13:00:00 GMT-0800 (PST)
2015,Hyundai,Elantra,SE,Sedan,automatic,5npdh4ae0fh574105,ca,1.0,6759.0,blue,gray,enterprise vehicle exchange / tra / rental / tulsa,13800.0,5800.0,Wed Dec 17 2014 15:05:00 GMT-0800 (PST)
2015,Kia,Sorento,LX,SUV,automatic,5xyktca64fg570672,ca,49.0,13711.0,white,black,kia motors america  inc,20600.0,21750.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2015,Hyundai,Elantra,SE,Sedan,automatic,5npdh4ae8fh565992,ca,2.0,7800.0,silver,gray,enterprise vehicle exchange / tra / rental / tulsa,13800.0,9000.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2015,Kia,Sorento,LX,SUV,automatic,5xyktca60fg570829,ca,5.0,10615.0,burgundy,black,kia motors america  inc,20700.0,20500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2015,Kia,Sorento,LX,SUV,automatic,5xyktca61fg560973,ca,48.0,13031.0,purple,black,kia motors america  inc,20600.0,20750.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2015,Kia,Sorento,LX,SUV,automatic,5xyktca61fg566806,ca,48.0,16611.0,gray,black,kia motors america  inc,20500.0,20750.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2015,Volvo,V60,T5,Wagon,automatic,yv1612sb2f1201221,ca,41.0,12273.0,white,beige,volvo na rep/world omni,31200.0,30000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2015,Chevrolet,Silverado 2500HD,LT,Crew Cab,automatic,1gc1kve84ff140293,tx,45.0,15526.0,white,black,ars/express car and truck rental inc,42100.0,42300.0,Tue Dec 23 2014 14:00:00 GMT-0800 (PST)
2015,Chevrolet,Silverado 2500HD,Work Truck,Crew Cab,automatic,1gc1kue88ff117030,mn,44.0,20045.0,white,gray,capps rent a car,37400.0,36300.0,Wed Feb 11 2015 02:30:00 GMT-0800 (PST)
2015,Chevrolet,Silverado 2500HD,Work Truck,Crew Cab,automatic,1gc1kue88ff138525,az,28.0,21914.0,white,gray,capps rent a car,38500.0,37500.0,Tue Dec 30 2014 00:00:00 GMT-0800 (PST)
2015,Chevrolet,Malibu,LTZ,Sedan,automatic,1g11f5sl5ff157674,wi,2.0,6715.0,red,black,enterprise vehicle exchange / tra / rental / tulsa,21000.0,15200.0,Wed Jan 07 2015 01:00:00 GMT-0800 (PST)
2015,Chevrolet,Tahoe,LT,SUV,automatic,1gnscbkc7fr147432,tn,42.0,11423.0,gray,black,enterprise veh exchange/rental,42100.0,43000.0,Tue Dec 23 2014 10:30:00 GMT-0800 (PST)
2015,Chevrolet,Suburban,LT,SUV,automatic,1gnskjkc8fr180582,md,35.0,21005.0,black,black,enterprise veh exchange/rental,46900.0,47200.0,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
2015,Chevrolet,Suburban,LT,SUV,automatic,1gnskjkc4fr157915,md,45.0,15129.0,gray,black,enterprise veh exchange/rental,47100.0,47000.0,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
2015,Chevrolet,Tahoe,LT,SUV,automatic,1gnscbkcxfr147196,tn,47.0,20421.0,gray,black,enterprise veh exchange/rental,41000.0,41900.0,Tue Dec 23 2014 10:30:00 GMT-0800 (PST)
2015,Chevrolet,Suburban,LT,SUV,automatic,1gnskjkc7fr162557,pa,39.0,13758.0,gray,black,enterprise veh exchange/rental,47100.0,46600.0,Tue Dec 23 2014 09:00:00 GMT-0800 (PST)
2015,Chevrolet,Tahoe,LTZ,SUV,automatic,1gnscckc5fr197719,fl,1.0,1.0,black,black,enterprise veh exchange/rental,16500.0,4100.0,Tue Jun 23 2015 02:30:00 GMT-0700 (PDT)
2015,Chevrolet,Silverado 2500HD,LTZ,Crew Cab,automatic,1gc1kwe87ff125521,ne,42.0,21531.0,black,black,husker auto group inc,46700.0,44500.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2015,Chevrolet,Suburban,LT,SUV,automatic,1gnskjkc4fr158207,pa,4.0,19410.0,black,black,enterprise veh exchange/rental,11100.0,46400.0,Tue Jul 07 2015 07:00:00 GMT-0700 (PDT)
2015,Chevrolet,Silverado 2500HD,LT,Crew Cab,automatic,1gc1kve81ff143278,pa,4.0,1769.0,white,black,tdaf remarketing,43900.0,43500.0,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
2015,BMW,M4,Base,Coupe,automatic,wbs3r9c53fk329392,oh,5.0,3780.0,white,black,international motor car company,67000.0,64000.0,Thu Jan 15 2015 02:05:00 GMT-0800 (PST)
2015,Chevrolet,Silverado 2500HD,Work Truck,Crew Cab,automatic,1gc1kue89ff108823,az,49.0,10256.0,white,gray,capps rent a car,38500.0,39000.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2015,Chevrolet,Tahoe,LT,SUV,automatic,1gnscbkc9fr154124,fl,45.0,13025.0,white,tan,enterprise veh exchange/rental,42000.0,42000.0,Fri Dec 19 2014 09:20:00 GMT-0800 (PST)
2015,Chevrolet,Suburban,LT,SUV,automatic,1gnskjkc4fr184712,mi,4.0,20074.0,black,black,enterprise veh exchange/rental,46900.0,47000.0,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
2015,Audi,A3,1.8 TFSI Premium,Sedan,automatic,wauacgff3f1001420,ca,47.0,7715.0,gray,black,audi san diego,24000.0,24500.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2015,Chevrolet,Malibu,LT,Sedan,automatic,1g11d5sl1ff125570,nj,28.0,7644.0,gray,black,enterprise veh exchange/rental,16450.0,15300.0,Wed Jan 14 2015 01:30:00 GMT-0800 (PST)
2015,Chevrolet,Tahoe,LT,SUV,automatic,1gnscbkc6fr197416,fl,39.0,13443.0,gold,beige,enterprise veh exchange/rental,42000.0,41900.0,Fri Dec 19 2014 09:20:00 GMT-0800 (PST)
2015,Buick,LaCrosse,Leather Group,Sedan,automatic,1g4gb5g35ff130055,wi,1.0,13304.0,gray,black,enterprise vehicle exchange / tra / rental / tulsa,22800.0,17200.0,Wed Jan 14 2015 01:00:00 GMT-0800 (PST)
2015,Chevrolet,Silverado 2500HD,Work Truck,Crew Cab,automatic,1gc1kue86ff123747,az,34.0,17898.0,white,black,capps rent a car,38400.0,38500.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2015,Audi,A3,1.8 TFSI Premium,Sedan,automatic,wauacgff2f1011789,va,45.0,13060.0,black,black,suntrust bank public,23900.0,22400.0,Thu Dec 18 2014 09:20:00 GMT-0800 (PST)
2015,Chevrolet,Silverado 2500HD,Work Truck,Crew Cab,automatic,1gc1kue88ff143143,tx,37.0,23323.0,white,gray,capps rent a car,38600.0,37800.0,Wed Jan 07 2015 10:05:00 GMT-0800 (PST)
2015,Chevrolet,Suburban,LT,SUV,automatic,1gnscjkcxfr165840,sc,1.0,6914.0,black,gray,enterprise vehicle exchange / tra / rental / tulsa,46000.0,37200.0,Thu Jan 01 2015 11:00:00 GMT-0800 (PST)
2015,Chevrolet,Tahoe,LT,SUV,automatic,1gnscbkc3fr200000,ca,5.0,18733.0,silver,black,enterprise vehicle exchange/orange,41700.0,42750.0,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
2015,Chevrolet,Silverado 2500HD,Work Truck,Crew Cab,automatic,1gc1kue89ff138047,az,48.0,17186.0,white,gray,capps rent a car,38500.0,38700.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2015,Chevrolet,Tahoe,LT,SUV,automatic,1gnscbkcxfr160773,fl,43.0,15545.0,white,gray,enterprise veh exchange/rental,41800.0,41500.0,Fri Dec 19 2014 09:20:00 GMT-0800 (PST)
2015,Hyundai,Sonata,SE,Sedan,automatic,5npe24af4fh069537,sc,1.0,5000.0,brown,tan,enterprise vehicle exchange / tra / rental / tulsa,16300.0,11700.0,Tue Dec 23 2014 09:45:00 GMT-0800 (PST)
2015,Chevrolet,Tahoe,LT,SUV,automatic,1gnskbkc6fr181106,oh,48.0,24917.0,black,black,enterprise veh exchange/rental,41700.0,43200.0,Tue Dec 30 2014 09:30:00 GMT-0800 (PST)
2015,Chrysler,200,Limited,Sedan,automatic,1c3cccab5fn572302,sc,1.0,4103.0,white,tan,enterprise vehicle exchange / tra / rental / tulsa,16400.0,9000.0,Thu Mar 05 2015 00:30:00 GMT-0800 (PST)
2015,Ford,F-250 Super Duty,XLT,Crew Cab,automatic,1ft7w2bt2fea63547,tx,39.0,26557.0,white,gray,enterprise veh exchange/rental,37400.0,39000.0,Wed Dec 31 2014 10:00:00 GMT-0800 (PST)
2015,Chevrolet,Tahoe,LT,SUV,automatic,1gnskbkc0fr167976,oh,49.0,29693.0,black,gray,enterprise veh exchange/rental,40400.0,42000.0,Tue Dec 30 2014 09:30:00 GMT-0800 (PST)
2015,Ford,Fusion,Titanium,Sedan,automatic,3fa6p0k91fr137920,ga,2.0,4192.0,black,black,enterprise vehicle exchange / tra / rental / tulsa,19950.0,15200.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
2015,Hyundai,Sonata,SE,Sedan,automatic,5npe24af0fh014325,wa,1.0,1.0,red,beige,remarketing by ge/archibalds inc,15900.0,5800.0,Wed Jan 14 2015 04:30:00 GMT-0800 (PST)
2015,Chrysler,200,Limited,Sedan,automatic,1c3cccab5fn590735,nj,31.0,2856.0,white,black,enterprise veh exchange/rental,16000.0,12800.0,Wed Feb 04 2015 09:30:00 GMT-0800 (PST)
2015,GMC,Yukon,SLT,SUV,automatic,1gks2bkcxfr246195,tx,24.0,10238.0,beige,black,enterprise vehicle exchange/hapeville,53800.0,37200.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2015,Chevrolet,Tahoe,LT,SUV,automatic,1gnskbkcxfr158511,il,35.0,21771.0,black,black,ec sales llc,42700.0,43000.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2015,Hyundai,Genesis,3.8,Sedan,automatic,kmhgn4je4fu016121,nv,45.0,7045.0,blue,gray,autofinders inc,39900.0,36250.0,Fri Jan 09 2015 12:00:00 GMT-0800 (PST)
2015,Hyundai,Sonata,SE,Sedan,automatic,5npe24af9fh040406,nj,29.0,8059.0,silver,gray,enterprise veh exchange/rental,15900.0,13000.0,Wed Dec 31 2014 09:30:00 GMT-0800 (PST)
2015,Chevrolet,Tahoe,LTZ,SUV,automatic,1gnskckc7fr293905,wi,5.0,1102.0,black,black,robert preussler motors llc,54700.0,58500.0,Tue Dec 23 2014 10:00:00 GMT-0800 (PST)
2015,Volvo,V60,T5,Wagon,automatic,yv1612sb0f1201587,wa,35.0,8714.0,white,beige,volvo na rep/world omni,29300.0,29500.0,Wed Feb 04 2015 04:30:00 GMT-0800 (PST)
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke4cy2f0441132,co,32.0,15733.0,black,black,sill terhar motors inc,20700.0,20500.0,Wed Dec 17 2014 11:45:00 GMT-0800 (PST)
2015,Nissan,Altima,2.5 S,Sedan,automatic,1n4al3ap3fc118226,tn,37.0,2784.0,silver,black,harris auto sales,16150.0,15500.0,Wed Dec 17 2014 10:30:00 GMT-0800 (PST)
2015,Volvo,S60,T5,Sedan,automatic,yv1612tb8f2306595,wa,39.0,15963.0,blue,beige,volvo na rep/world omni,27200.0,26000.0,Wed Feb 11 2015 04:50:00 GMT-0800 (PST)
2015,Volvo,S60,T5,Sedan,automatic,yv1612tb0f1307293,wa,37.0,11148.0,red,black,volvo na rep/world omni,26200.0,25500.0,Wed Mar 04 2015 05:30:00 GMT-0800 (PST)
2015,Nissan,Versa,1.6 SL,Sedan,automatic,3n1cn7ap3fl803743,pa,49.0,3272.0,black,black,nationwide motor sales corp,12800.0,12800.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke2cy4f0432081,nv,37.0,23104.0,gray,black,enterprise veh exchange/rental,19550.0,19500.0,Fri Dec 19 2014 12:00:00 GMT-0800 (PST)
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke2cy9f0436109,sc,3.0,18624.0,silver,black,enterprise veh exchange/rental,19200.0,15300.0,Thu Feb 19 2015 01:30:00 GMT-0800 (PST)
2015,Volvo,S60,T5,Sedan,automatic,yv1612tb1f1307254,wa,37.0,10667.0,gray,black,volvo na rep/world omni,26300.0,25500.0,Wed Feb 25 2015 04:30:00 GMT-0800 (PST)
2015,Volvo,V60,T5,Wagon,automatic,yv1612sb8f1202096,wa,35.0,10410.0,gray,black,volvo na rep/world omni,29100.0,28800.0,Wed Feb 11 2015 04:50:00 GMT-0800 (PST)
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke2cy3f0432993,tx,41.0,21433.0,gray,black,ars/enterprise,19600.0,19400.0,Thu Dec 18 2014 10:30:00 GMT-0800 (PST)
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke4cy3f0431726,nv,41.0,22990.0,gray,black,enterprise veh exchange/rental,20100.0,20600.0,Fri Dec 19 2014 12:00:00 GMT-0800 (PST)
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke4cy1f0450050,tx,46.0,18388.0,gray,black,ars/enterprise,20600.0,20500.0,Thu Dec 18 2014 10:30:00 GMT-0800 (PST)
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke4cy8f0437778,md,43.0,18826.0,gray,gray,enterprise veh exchange/rental,20700.0,20800.0,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
2015,Volvo,S60,T5,Sedan,automatic,yv1612tb7f1306030,wa,46.0,12151.0,black,black,volvo na rep/world omni,27600.0,26000.0,Wed Feb 11 2015 04:50:00 GMT-0800 (PST)
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke4cy7f0447234,tx,47.0,20625.0,black,black,ars/enterprise,20600.0,19900.0,Thu Dec 18 2014 10:30:00 GMT-0800 (PST)
2015,Jeep,Wrangler,Unlimited Freedom Edition,SUV,automatic,1c4bjwdg1fl574551,ca,5.0,496.0,brown,brown,moab industries,40600.0,43500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2015,Mitsubishi,Outlander,GT,SUV,automatic,ja4jz4ax1fz000262,mn,5.0,14620.0,—,black,mitsubishi north america,24600.0,24500.0,Wed Jun 03 2015 03:30:00 GMT-0700 (PDT)
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke2cy1f0468228,oh,43.0,15826.0,silver,gray,enterprise veh exchange/rental,19350.0,18800.0,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke2cy0f0435575,sc,1.0,19276.0,silver,black,enterprise vehicle exchange / tra / rental / tulsa,19350.0,11600.0,Thu Jan 01 2015 11:00:00 GMT-0800 (PST)
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke2cy8f0433587,tx,45.0,19898.0,gray,black,ars/enterprise,19650.0,19600.0,Thu Dec 18 2014 10:30:00 GMT-0800 (PST)
2015,Kia,Sorento,LX,SUV,automatic,5xykt3a66fg566543,fl,43.0,16306.0,silver,black,enterprise veh exchange/rental,19300.0,18800.0,Fri Dec 19 2014 09:20:00 GMT-0800 (PST)
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke2cy1f0431244,sc,36.0,15352.0,black,black,enterprise veh exchange/rental,19350.0,19000.0,Tue Dec 23 2014 09:15:00 GMT-0800 (PST)
2015,Jeep,Wrangler,Unlimited Freedom Edition,SUV,automatic,1c4bjwdg0fl574556,ca,44.0,519.0,orange,black,moab industries,40600.0,43000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2015,Kia,Optima,LX,Sedan,automatic,5xxgm4a72fg355815,tx,43.0,3615.0,burgundy,beige,cm investments,16150.0,16000.0,Wed Jan 07 2015 10:00:00 GMT-0800 (PST)
2015,Volvo,S60,T5,Sedan,automatic,yv1612tb8f1307350,az,44.0,16009.0,gray,black,volvo na rep/world omni,27900.0,27000.0,Thu Jan 22 2015 03:00:00 GMT-0800 (PST)
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke2cy1f0440249,fl,48.0,22015.0,black,black,enterprise veh exchange/rental,19600.0,19000.0,Fri Dec 19 2014 09:20:00 GMT-0800 (PST)
2015,Mitsubishi,Outlander,GT,SUV,automatic,ja4jz4ax4fz000238,mn,39.0,8426.0,red,black,mitsubishi north america,24400.0,25400.0,Wed May 27 2015 03:30:00 GMT-0700 (PDT)
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke4cyxf0435319,nv,42.0,29402.0,black,black,enterprise veh exchange/rental,19750.0,20100.0,Fri Dec 19 2014 12:00:00 GMT-0800 (PST)
2015,Volvo,S60,T5,Sedan,automatic,yv1612tb7f1307047,wa,39.0,9972.0,gray,black,volvo na rep/world omni,26300.0,26100.0,Wed Mar 04 2015 05:30:00 GMT-0800 (PST)
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke4cy5f0442047,md,42.0,19208.0,black,black,enterprise veh exchange/rental,20700.0,20800.0,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke2cy3f0437644,sc,48.0,22272.0,black,black,enterprise veh exchange/rental,19200.0,19000.0,Tue Dec 23 2014 09:15:00 GMT-0800 (PST)
2015,Jeep,Wrangler,Unlimited Freedom Edition,SUV,automatic,1c4bjwdg6fl548642,ca,5.0,905.0,white,red,moab industries,40600.0,49000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2015,Volvo,V60,T5,Wagon,automatic,yv1612sb1f1202330,wa,43.0,10379.0,white,tan,volvo na rep/world omni,29100.0,29500.0,Wed Feb 04 2015 04:30:00 GMT-0800 (PST)
2015,Nissan,Versa Note,1.6 SV,Hatchback,automatic,3n1ce2cp2fl372358,sc,28.0,5069.0,blue,black,enterprise veh exchange/rental,12100.0,8200.0,Thu Jan 08 2015 09:15:00 GMT-0800 (PST)
2015,Mazda,CX-5,Touring,SUV,automatic,jm3ke4cy0f0436026,nv,38.0,21377.0,gray,black,enterprise veh exchange/rental,20300.0,20600.0,Fri Dec 19 2014 12:00:00 GMT-0800 (PST)
2015,Mitsubishi,Outlander,GT,SUV,automatic,ja4jz4ax5fz000149,mn,49.0,11037.0,—,black,mitsubishi north america,24800.0,25000.0,Wed Jun 03 2015 03:30:00 GMT-0700 (PDT)
2015,Nissan,Altima,2.5 S,Sedan,automatic,1n4al3ap9fc159315,tn,5.0,763.0,—,tan,nissan motor acceptance corporation,15700.0,17600.0,Wed Jan 14 2015 02:30:00 GMT-0800 (PST)
